updateCount,lastprice,volume,bidsize,bid,ask,asksize
36266,27.05,460333,2846,27.04,27.05,1263
36267,27.05,460333,2846,27.04,27.05,1167
36268,27.05,460334,2846,27.04,27.05,1226
36269,27.05,460334,2846,27.04,27.05,1226
36270,27.05,460604,2577,27.04,27.05,957
36271,27.04,460650,2576,27.04,27.05,909
36272,27.05,460653,2576,27.04,27.05,925
36273,27.05,460675,2576,27.04,27.05,906
36274,27.05,460676,2576,27.04,27.05,906
36275,27.05,460677,2576,27.04,27.05,905
36276,27.05,460677,2576,27.04,27.05,905
36277,27.05,460708,2576,27.04,27.05,876
36278,27.05,460709,2576,27.04,27.05,875
36279,27.05,460725,2576,27.04,27.05,859
36280,27.05,460727,2576,27.04,27.05,857
36281,27.05,460727,2576,27.04,27.05,857
36282,27.05,460742,2576,27.04,27.05,842
36283,27.05,460749,2576,27.04,27.05,835
36284,27.05,460750,2576,27.04,27.05,834
36285,27.05,460750,2576,27.04,27.05,834
36286,27.04,460751,3155,27.04,27.05,835
36287,27.05,460752,3156,27.04,27.05,834
36288,27.05,460752,3156,27.04,27.05,837
36289,27.05,460796,3153,27.04,27.05,798
36290,27.05,460801,3153,27.04,27.05,802
36291,27.05,460801,3153,27.04,27.05,802
36292,27.05,460801,3153,27.04,27.05,802
36293,27.05,460801,3153,27.04,27.05,802
36294,27.05,460805,3153,27.04,27.05,799
36295,27.05,460820,3153,27.04,27.05,803
36296,27.05,460820,3153,27.04,27.05,803
36297,27.05,460820,3753,27.04,27.05,884
36298,27.04,460830,3744,27.04,27.05,885
36299,27.04,460830,3744,27.04,27.05,885
36300,27.05,460831,3744,27.04,27.05,884
36301,27.05,460835,3744,27.04,27.05,910
36302,27.05,460835,3744,27.04,27.05,910
36303,27.05,460840,3744,27.04,27.05,916
36304,27.05,460842,3744,27.04,27.05,914
36305,27.05,460842,3744,27.04,27.05,914
36306,27.05,460848,3744,27.04,27.05,909
36307,27.05,460848,3744,27.04,27.05,909
36308,27.05,460848,3744,27.04,27.05,909
36309,27.05,460870,3744,27.04,27.05,898
36310,27.05,460897,3744,27.04,27.05,871
36311,27.05,460897,3744,27.04,27.05,871
36312,27.05,460907,3725,27.04,27.05,862
36313,27.05,460916,3725,27.04,27.05,854
36314,27.05,460916,3725,27.04,27.05,854
36315,27.05,460917,3725,27.04,27.05,854
36316,27.05,460918,3725,27.04,27.05,853
36317,27.05,460918,3725,27.04,27.05,853
36318,27.05,460918,3725,27.04,27.05,853
36319,27.05,460920,3726,27.04,27.05,851
36320,27.05,460920,3726,27.04,27.05,852
36321,27.05,460920,3726,27.04,27.05,853
36322,27.05,460921,4326,27.04,27.05,853
36323,27.05,460921,4325,27.04,27.05,853
36324,27.05,460937,4327,27.04,27.05,837
36325,27.05,460953,4327,27.04,27.05,822
36326,27.05,460953,4327,27.04,27.05,832
36327,27.05,460962,4327,27.04,27.05,823
36328,27.05,460963,4327,27.04,27.05,834
36329,27.05,460963,4327,27.04,27.05,834
36330,27.05,460986,4327,27.04,27.05,812
36331,27.04,460997,4325,27.04,27.05,809
36332,27.04,460998,4324,27.04,27.05,809
36333,27.05,461001,4324,27.04,27.05,806
36334,27.05,461001,4324,27.04,27.05,806
36335,27.05,461001,4329,27.04,27.05,807
36336,27.05,461002,4329,27.04,27.05,806
36337,27.05,461110,4329,27.04,27.05,704
36338,27.05,461110,4329,27.04,27.05,704
36339,27.05,461117,4329,27.04,27.05,697
36340,27.05,461126,4329,27.04,27.05,707
36341,27.05,461128,4329,27.04,27.05,705
36342,27.05,461166,4329,27.04,27.05,668
36343,27.05,461166,4329,27.04,27.05,668
36344,27.05,461216,4329,27.04,27.05,618
36345,27.05,461274,4329,27.04,27.05,560
36346,27.05,461275,4321,27.04,27.05,559
36347,27.05,461275,4321,27.04,27.05,559
36348,27.05,461285,4321,27.04,27.05,550
36349,27.05,461291,4321,27.04,27.05,544
36350,27.05,461291,4321,27.04,27.05,544
36351,27.05,461293,4323,27.04,27.05,547
36352,27.05,461301,4323,27.04,27.05,539
36353,27.05,461301,4323,27.04,27.05,579
36354,27.05,461352,4323,27.04,27.05,693
36355,27.05,461358,4323,27.04,27.05,722
36356,27.05,461373,4322,27.04,27.05,713
36357,27.05,461373,4320,27.04,27.05,713
36358,27.05,461373,4320,27.04,27.05,713
36359,27.04,461374,4319,27.04,27.05,713
36360,27.05,461378,4319,27.04,27.05,700
36361,27.05,461378,4319,27.04,27.05,700
36362,27.05,461437,4319,27.04,27.05,641
36363,27.04,461452,4315,27.04,27.05,635
36364,27.04,461452,4315,27.04,27.05,635
36365,27.04,461452,4315,27.04,27.05,647
36366,27.05,461454,4315,27.04,27.05,660
36367,27.05,461456,4315,27.04,27.05,658
36368,27.05,461456,4315,27.04,27.05,658
36369,27.05,461466,4315,27.04,27.05,658
36370,27.05,461466,4315,27.04,27.05,658
36371,27.04,461468,4351,27.04,27.05,668
36372,27.05,461488,751,27.04,27.05,648
36373,27.05,461488,751,27.04,27.05,648
36374,27.05,461489,745,27.04,27.05,653
36375,27.05,461489,745,27.04,27.05,753
36376,27.05,461489,745,27.04,27.05,753
36377,27.05,461489,745,27.04,27.05,828
36378,27.04,462162,1022,27.03,27.05,840
36379,27.05,462182,1022,27.03,27.05,820
36380,27.05,462184,991,27.03,27.05,822
36381,27.05,462184,991,27.03,27.05,822
36382,27.05,462184,991,27.03,27.05,815
36383,27.04,462185,984,27.03,27.05,817
36384,27.05,462193,984,27.03,27.05,758
36385,27.05,462193,984,27.03,27.05,759
36386,27.05,462193,984,27.03,27.05,724
36387,27.05,462193,984,27.03,27.05,724
36388,27.05,462193,984,27.03,27.05,1084
36389,27.05,462194,984,27.03,27.05,1085
36390,27.05,462194,984,27.03,27.05,1085
36391,27.05,462194,984,27.03,27.05,1085
36392,27.05,462194,984,27.03,27.05,1085
36393,27.04,462195,984,27.03,27.05,1085
36394,27.04,462195,984,27.03,27.05,1085
36395,27.05,462247,984,27.03,27.05,1036
36396,27.05,462267,145,27.04,27.05,1018
36397,27.05,462267,155,27.04,27.05,1018
36398,27.04,462309,94,27.04,27.05,1281
36399,27.04,462378,1228,27.03,27.04,4
36400,27.04,462378,1194,27.03,27.04,40
36401,27.04,462404,1187,27.03,27.04,54
36402,27.04,462406,1187,27.03,27.04,54
36403,27.04,462406,1187,27.03,27.04,54
36404,27.04,462406,1187,27.03,27.04,95
36405,27.04,462529,1186,27.03,27.04,18
36406,27.04,462535,1186,27.03,27.04,14
36407,27.04,462546,1189,27.03,27.04,35
36408,27.04,462554,1186,27.03,27.04,29
36409,27.04,462554,1186,27.03,27.04,29
36410,27.05,462588,34,27.04,27.05,1240
36411,27.04,462623,1222,27.03,27.04,4
36412,27.04,462623,1187,27.03,27.04,4
36413,27.04,462627,77,27.04,27.05,1240
36414,27.04,462685,6,27.04,27.05,1245
36415,27.04,462691,1238,27.03,27.04,5
36416,27.04,462691,1210,27.03,27.04,26
36417,27.04,462703,1210,27.03,27.04,14
36418,27.04,462706,1210,27.03,27.04,13
36419,27.04,462706,1245,27.03,27.04,13
36420,27.04,462706,1245,27.03,27.04,13
36421,27.04,462713,1245,27.03,27.04,6
36422,27.04,462713,1256,27.03,27.04,7
36423,27.04,462713,1256,27.03,27.04,7
36424,27.04,462713,1256,27.03,27.04,7
36425,27.04,462713,1277,27.03,27.04,7
36426,27.04,462723,1277,27.03,27.05,1256
36427,27.04,462723,1277,27.03,27.05,1256
36428,27.04,462723,34,27.04,27.05,1256
36429,27.04,462723,34,27.04,27.05,1256
36430,27.04,462775,62,27.04,27.05,1256
36431,27.04,462775,64,27.04,27.05,1458
36432,27.04,462802,32,27.04,27.05,1459
36433,27.04,462836,1278,27.03,27.04,4
36434,27.04,462841,4,27.04,27.05,1491
36435,27.04,462849,35,27.04,27.05,1456
36436,27.04,462849,37,27.04,27.05,1456
36437,27.04,462886,1278,27.03,27.04,4
36438,27.04,462888,1278,27.03,27.04,13
36439,27.04,462888,1278,27.03,27.04,13
36440,27.04,462902,6,27.04,27.05,1393
36441,27.04,462911,1278,27.03,27.04,4
36442,27.04,462911,1278,27.03,27.04,8
36443,27.04,462911,1282,27.03,27.04,9
36444,27.04,462911,1282,27.03,27.04,9
36445,27.04,462911,1282,27.03,27.04,9
36446,27.04,462911,1280,27.03,27.04,10
36447,27.04,462911,1280,27.03,27.04,10
36448,27.04,462911,1280,27.03,27.04,10
36449,27.03,462915,1277,27.03,27.04,12
36450,27.03,462915,1277,27.03,27.04,12
36451,27.03,462915,1277,27.03,27.04,13
36452,27.04,462916,1347,27.03,27.04,18
36453,27.04,462916,1347,27.03,27.04,18
36454,27.04,462916,1347,27.03,27.04,40
36455,27.04,462922,1343,27.03,27.04,38
36456,27.04,462934,1343,27.03,27.04,27
36457,27.04,462934,1343,27.03,27.04,32
36458,27.04,462936,1343,27.03,27.04,66
36459,27.04,462936,1343,27.03,27.04,66
36460,27.04,462936,1344,27.03,27.04,66
36461,27.03,462937,1393,27.03,27.04,66
36462,27.03,462937,1393,27.03,27.04,66
36463,27.03,462937,1394,27.03,27.04,66
36464,27.03,462938,1391,27.03,27.04,71
36465,27.04,462939,1391,27.03,27.04,70
36466,27.04,462944,1391,27.03,27.04,65
36467,27.04,462944,1389,27.03,27.04,66
36468,27.04,462944,1389,27.03,27.04,66
36469,27.04,462947,1390,27.03,27.04,63
36470,27.04,462947,1390,27.03,27.04,63
36471,27.03,462949,1389,27.03,27.04,62
36472,27.03,462949,1389,27.03,27.04,62
36473,27.04,462953,1389,27.03,27.04,68
36474,27.04,462953,1389,27.03,27.04,68
36475,27.04,462953,1387,27.03,27.04,68
36476,27.04,462954,1352,27.03,27.04,67
36477,27.04,462954,1352,27.03,27.04,67
36478,27.03,462955,1251,27.03,27.04,67
36479,27.03,462956,1250,27.03,27.04,102
36480,27.04,462966,1250,27.03,27.04,98
36481,27.04,462966,1250,27.03,27.04,99
36482,27.04,462967,1248,27.03,27.04,98
36483,27.04,462969,1248,27.03,27.04,93
36484,27.03,462970,1247,27.03,27.04,93
36485,27.04,462975,1111,27.03,27.04,89
36486,27.04,462975,1111,27.03,27.04,89
36487,27.04,462975,974,27.03,27.04,180
36488,27.04,462975,794,27.03,27.04,285
36489,27.04,462975,794,27.03,27.04,285
36490,27.04,462982,784,27.03,27.04,323
36491,27.04,462982,783,27.03,27.04,408
36492,27.04,462982,783,27.03,27.04,408
36493,27.04,462982,783,27.03,27.04,409
36494,27.04,462983,789,27.03,27.04,410
36495,27.04,462983,789,27.03,27.04,410
36496,27.03,463246,779,27.03,27.04,477
36497,27.04,463253,773,27.03,27.04,487
36498,27.04,463253,773,27.03,27.04,487
36499,27.03,463258,770,27.03,27.04,498
36500,27.03,463258,770,27.03,27.04,511
36501,27.03,463258,770,27.03,27.04,511
36502,27.04,463329,700,27.03,27.04,510
36503,27.03,463390,682,27.03,27.04,510
36504,27.03,463390,682,27.03,27.04,510
36505,27.03,463390,681,27.03,27.04,510
36506,27.03,463390,681,27.03,27.04,511
36507,27.03,463390,681,27.03,27.04,511
36508,27.03,463390,682,27.03,27.04,519
36509,27.03,463390,682,27.03,27.04,540
36510,27.03,463390,682,27.03,27.04,540
36511,27.03,463390,682,27.03,27.04,540
36512,27.03,463390,681,27.03,27.04,550
36513,27.03,463390,681,27.03,27.04,550
36514,27.03,463390,678,27.03,27.04,553
36515,27.04,463392,678,27.03,27.04,554
36516,27.04,463392,678,27.03,27.04,554
36517,27.04,463392,728,27.03,27.04,654
36518,27.04,463392,728,27.03,27.04,757
36519,27.04,463392,728,27.03,27.04,757
36520,27.04,463392,728,27.03,27.04,758
36521,27.04,463394,722,27.03,27.04,761
36522,27.04,463394,722,27.03,27.04,761
36523,27.04,463394,723,27.03,27.04,761
36524,27.04,463394,723,27.03,27.04,761
36525,27.04,463394,723,27.03,27.04,766
36526,27.04,463394,723,27.03,27.04,766
36527,27.04,463394,723,27.03,27.04,766
36528,27.04,463394,723,27.03,27.04,767
36529,27.04,463394,723,27.03,27.04,764
36530,27.04,463394,723,27.03,27.04,767
36531,27.04,463394,724,27.03,27.04,767
36532,27.03,463408,711,27.03,27.04,767
36533,27.03,463408,711,27.03,27.04,767
36534,27.03,463414,705,27.03,27.04,767
36535,27.04,463419,708,27.03,27.04,762
36536,27.04,463419,708,27.03,27.04,762
36537,27.03,463421,371,27.03,27.04,763
36538,27.03,463421,371,27.03,27.04,763
36539,27.03,463421,364,27.03,27.04,766
36540,27.03,463421,364,27.03,27.04,766
36541,27.03,463421,364,27.03,27.04,766
36542,27.03,463421,364,27.03,27.04,766
36543,27.03,463421,364,27.03,27.04,767
36544,27.03,463421,364,27.03,27.04,767
36545,27.03,463421,365,27.03,27.04,767
36546,27.03,463421,365,27.03,27.04,767
36547,27.03,463421,365,27.03,27.04,767
36548,27.03,463421,365,27.03,27.04,817
36549,27.04,463425,365,27.03,27.04,813
36550,27.04,463425,365,27.03,27.04,813
36551,27.04,463425,365,27.03,27.04,825
36552,27.03,463429,361,27.03,27.04,826
36553,27.03,463429,361,27.03,27.04,826
36554,27.03,463429,363,27.03,27.04,827
36555,27.03,463430,362,27.03,27.04,827
36556,27.03,463430,362,27.03,27.04,827
36557,27.03,463430,362,27.03,27.04,831
36558,27.03,463430,362,27.03,27.04,832
36559,27.03,463544,265,27.03,27.04,842
36560,27.03,463544,265,27.03,27.04,842
36561,27.03,463550,259,27.03,27.04,839
36562,27.03,463550,259,27.03,27.04,839
36563,27.03,463550,262,27.03,27.04,841
36564,27.03,463550,262,27.03,27.04,841
36565,27.03,463550,262,27.03,27.04,841
36566,27.03,463550,262,27.03,27.04,841
36567,27.03,463555,257,27.03,27.04,841
36568,27.03,463555,257,27.03,27.04,841
36569,27.03,463555,257,27.03,27.04,841
36570,27.03,463555,257,27.03,27.04,841
36571,27.03,463555,257,27.03,27.04,841
36572,27.03,463555,258,27.03,27.04,841
36573,27.03,463623,190,27.03,27.04,859
36574,27.03,463776,36,27.03,27.04,841
36575,27.03,463776,38,27.03,27.04,842
36576,27.03,463813,936,27.02,27.03,12
36577,27.03,463821,943,27.02,27.03,3
36578,27.03,463821,943,27.02,27.03,3
36579,27.03,463824,943,27.02,27.04,845
36580,27.03,463824,943,27.02,27.04,845
36581,27.03,463824,943,27.02,27.04,847
36582,27.03,463824,943,27.02,27.04,847
36583,27.03,463824,943,27.02,27.04,847
36584,27.03,463824,944,27.02,27.04,850
36585,27.03,463824,55,27.03,27.04,845
36586,27.03,463826,57,27.03,27.04,865
36587,27.03,463826,57,27.03,27.04,865
36588,27.03,463826,164,27.03,27.04,865
36589,27.03,463826,164,27.03,27.04,865
36590,27.03,463826,165,27.03,27.04,830
36591,27.03,463826,165,27.03,27.04,830
36592,27.03,463826,165,27.03,27.04,830
36593,27.03,463826,168,27.03,27.04,830
36594,27.03,463826,180,27.03,27.04,830
36595,27.03,463830,263,27.03,27.04,830
36596,27.03,463830,265,27.03,27.04,830
36597,27.03,463830,266,27.03,27.04,831
36598,27.03,463830,266,27.03,27.04,831
36599,27.03,463830,268,27.03,27.04,831
36600,27.03,463830,268,27.03,27.04,831
36601,27.03,463830,268,27.03,27.04,831
36602,27.03,463830,270,27.03,27.04,831
36603,27.03,463830,270,27.03,27.04,831
36604,27.03,463830,270,27.03,27.04,831
36605,27.03,463830,270,27.03,27.04,831
36606,27.03,463830,370,27.03,27.04,832
36607,27.03,463830,370,27.03,27.04,832
36608,27.03,463830,460,27.03,27.04,832
36609,27.03,463831,459,27.03,27.04,832
36610,27.04,463833,459,27.03,27.04,830
36611,27.04,463833,459,27.03,27.04,830
36612,27.03,463834,458,27.03,27.04,830
36613,27.03,463834,458,27.03,27.04,830
36614,27.03,463834,458,27.03,27.04,830
36615,27.03,463836,457,27.03,27.04,830
36616,27.04,463838,457,27.03,27.04,828
36617,27.04,463838,457,27.03,27.04,828
36618,27.04,463838,457,27.03,27.04,828
36619,27.04,463838,460,27.03,27.04,800
36620,27.04,463838,460,27.03,27.04,800
36621,27.04,463838,460,27.03,27.04,800
36622,27.04,463839,460,27.03,27.04,806
36623,27.04,463840,460,27.03,27.04,805
36624,27.04,463892,471,27.03,27.04,751
36625,27.04,463892,473,27.03,27.04,750
36626,27.04,463892,473,27.03,27.04,750
36627,27.03,463893,473,27.03,27.04,750
36628,27.03,463893,493,27.03,27.04,750
36629,27.03,463893,493,27.03,27.04,750
36630,27.03,463893,493,27.03,27.04,748
36631,27.03,463893,494,27.03,27.04,748
36632,27.03,463893,494,27.03,27.04,748
36633,27.03,463893,494,27.03,27.04,749
36634,27.03,463893,495,27.03,27.04,749
36635,27.03,463893,495,27.03,27.04,749
36636,27.03,463893,495,27.03,27.04,749
36637,27.03,463893,495,27.03,27.04,749
36638,27.03,463893,495,27.03,27.04,749
36639,27.03,463893,495,27.03,27.04,740
36640,27.03,463893,495,27.03,27.04,740
36641,27.03,463893,495,27.03,27.04,741
36642,27.03,463893,496,27.03,27.04,742
36643,27.03,463893,496,27.03,27.04,742
36644,27.03,463893,496,27.03,27.04,741
36645,27.03,463897,494,27.03,27.04,741
36646,27.03,463897,495,27.03,27.04,741
36647,27.04,463907,495,27.03,27.04,731
36648,27.04,463907,495,27.03,27.04,731
36649,27.04,463907,495,27.03,27.04,731
36650,27.04,463907,495,27.03,27.04,731
36651,27.04,463907,495,27.03,27.04,731
36652,27.04,463907,504,27.03,27.04,631
36653,27.04,463907,539,27.03,27.04,631
36654,27.04,463907,539,27.03,27.04,631
36655,27.04,463907,539,27.03,27.04,630
36656,27.04,463907,539,27.03,27.04,630
36657,27.04,463907,539,27.03,27.04,630
36658,27.04,463907,504,27.03,27.04,630
36659,27.04,463907,534,27.03,27.04,630
36660,27.04,463907,534,27.03,27.04,630
36661,27.04,463907,583,27.03,27.04,626
36662,27.04,463907,583,27.03,27.04,626
36663,27.04,463907,583,27.03,27.04,626
36664,27.04,463907,618,27.03,27.04,626
36665,27.04,463907,618,27.03,27.04,626
36666,27.04,463907,620,27.03,27.04,621
36667,27.03,463909,618,27.03,27.04,621
36668,27.03,463909,618,27.03,27.04,621
36669,27.03,463909,618,27.03,27.04,621
36670,27.03,463909,618,27.03,27.04,621
36671,27.03,463909,643,27.03,27.04,611
36672,27.03,463913,679,27.03,27.04,610
36673,27.03,463913,679,27.03,27.04,610
36674,27.03,463913,680,27.03,27.04,610
36675,27.03,463913,680,27.03,27.04,610
36676,27.03,463913,680,27.03,27.04,610
36677,27.03,463913,646,27.03,27.04,610
36678,27.03,463913,646,27.03,27.04,605
36679,27.03,463913,646,27.03,27.04,605
36680,27.03,463914,645,27.03,27.04,640
36681,27.03,463914,645,27.03,27.04,637
36682,27.03,463914,645,27.03,27.04,637
36683,27.03,463914,645,27.03,27.04,634
36684,27.03,463914,645,27.03,27.04,634
36685,27.03,463914,645,27.03,27.04,634
36686,27.03,463914,647,27.03,27.04,635
36687,27.03,463914,647,27.03,27.04,635
36688,27.03,463914,648,27.03,27.04,635
36689,27.03,463914,748,27.03,27.04,635
36690,27.03,463914,748,27.03,27.04,635
36691,27.03,463914,748,27.03,27.04,625
36692,27.03,463914,748,27.03,27.04,625
36693,27.03,463914,748,27.03,27.04,625
36694,27.03,463914,758,27.03,27.04,629
36695,27.03,463914,758,27.03,27.04,629
36696,27.03,463914,759,27.03,27.04,629
36697,27.03,463914,789,27.03,27.04,629
36698,27.03,463914,789,27.03,27.04,629
36699,27.03,463914,749,27.03,27.04,729
36700,27.03,463915,750,27.03,27.04,729
36701,27.03,463915,750,27.03,27.04,729
36702,27.03,463915,750,27.03,27.04,729
36703,27.03,463915,750,27.03,27.04,731
36704,27.03,463915,750,27.03,27.04,731
36705,27.03,463916,749,27.03,27.04,731
36706,27.03,463916,749,27.03,27.04,729
36707,27.03,463916,799,27.03,27.04,729
36708,27.03,463917,808,27.03,27.04,678
36709,27.03,463917,808,27.03,27.04,678
36710,27.03,463917,808,27.03,27.04,643
36711,27.04,463922,808,27.03,27.04,638
36712,27.04,463922,808,27.03,27.04,638
36713,27.04,463927,808,27.03,27.04,633
36714,27.04,463927,808,27.03,27.04,633
36715,27.04,463927,813,27.03,27.04,632
36716,27.03,463967,773,27.03,27.04,667
36717,27.03,463967,773,27.03,27.04,667
36718,27.04,463968,772,27.03,27.04,666
36719,27.03,463973,767,27.03,27.04,667
36720,27.03,463973,767,27.03,27.04,667
36721,27.03,463973,769,27.03,27.04,672
36722,27.04,463974,769,27.03,27.04,671
36723,27.04,463974,769,27.03,27.04,671
36724,27.04,463974,769,27.03,27.04,671
36725,27.04,463974,826,27.03,27.04,672
36726,27.04,463974,826,27.03,27.04,672
36727,27.04,463974,847,27.03,27.04,672
36728,27.04,463974,847,27.03,27.04,652
36729,27.04,463974,847,27.03,27.04,652
36730,27.04,463974,847,27.03,27.04,652
36731,27.04,463974,847,27.03,27.04,652
36732,27.04,463974,848,27.03,27.04,652
36733,27.04,463974,848,27.03,27.04,652
36734,27.04,463974,848,27.03,27.04,652
36735,27.04,463974,848,27.03,27.04,652
36736,27.03,463975,847,27.03,27.04,651
36737,27.03,463975,847,27.03,27.04,651
36738,27.03,463975,847,27.03,27.04,651
36739,27.03,463975,847,27.03,27.04,651
36740,27.03,463977,845,27.03,27.04,651
36741,27.03,463977,845,27.03,27.04,651
36742,27.03,463977,845,27.03,27.04,651
36743,27.03,463977,846,27.03,27.04,651
36744,27.03,463977,846,27.03,27.04,651
36745,27.03,463977,846,27.03,27.04,651
36746,27.03,463977,846,27.03,27.04,651
36747,27.03,463977,850,27.03,27.04,652
36748,27.03,463977,850,27.03,27.04,652
36749,27.03,463977,950,27.03,27.04,652
36750,27.03,463977,950,27.03,27.04,653
36751,27.03,463977,950,27.03,27.04,653
36752,27.04,463978,1135,27.03,27.04,652
36753,27.04,463978,1136,27.03,27.04,652
36754,27.04,463978,1136,27.03,27.04,652
36755,27.04,463978,1136,27.03,27.04,652
36756,27.03,463985,1139,27.03,27.04,652
36757,27.03,463985,1139,27.03,27.04,652
36758,27.03,463986,1138,27.03,27.04,652
36759,27.03,463986,1138,27.03,27.04,652
36760,27.03,463986,1138,27.03,27.04,652
36761,27.03,463986,1138,27.03,27.04,652
36762,27.03,463986,1138,27.03,27.04,652
36763,27.03,463986,1138,27.03,27.04,657
36764,27.04,463987,1138,27.03,27.04,656
36765,27.03,463999,1126,27.03,27.04,656
36766,27.03,464032,1093,27.03,27.04,656
36767,27.03,464033,1092,27.03,27.04,656
36768,27.03,464033,1092,27.03,27.04,656
36769,27.03,464034,1091,27.03,27.04,656
36770,27.04,464036,1091,27.03,27.04,675
36771,27.04,464036,1091,27.03,27.04,675
36772,27.04,464037,1091,27.03,27.04,670
36773,27.04,464037,1091,27.03,27.04,670
36774,27.04,464037,1091,27.03,27.04,670
36775,27.04,464037,1095,27.03,27.04,670
36776,27.04,464037,1095,27.03,27.04,670
36777,27.04,464037,1094,27.03,27.04,670
36778,27.04,464037,1094,27.03,27.04,666
36779,27.04,464037,1094,27.03,27.04,666
36780,27.04,464037,1094,27.03,27.04,654
36781,27.04,464037,1094,27.03,27.04,661
36782,27.04,464037,1094,27.03,27.04,661
36783,27.04,464037,1094,27.03,27.04,664
36784,27.04,464037,1094,27.03,27.04,664
36785,27.04,464037,1094,27.03,27.04,664
36786,27.04,464041,1094,27.03,27.04,660
36787,27.04,464041,1094,27.03,27.04,660
36788,27.04,464041,1094,27.03,27.04,660
36789,27.04,464042,1094,27.03,27.04,659
36790,27.04,464042,1094,27.03,27.04,659
36791,27.04,464042,1094,27.03,27.04,659
36792,27.04,464042,1094,27.03,27.04,659
36793,27.04,464042,1094,27.03,27.04,659
36794,27.04,464042,1095,27.03,27.04,659
36795,27.04,464042,1095,27.03,27.04,659
36796,27.03,464043,1094,27.03,27.04,659
36797,27.03,464043,1094,27.03,27.04,659
36798,27.03,464051,1086,27.03,27.04,659
36799,27.04,464073,1086,27.03,27.04,636
36800,27.04,464073,1086,27.03,27.04,636
36801,27.04,464073,1086,27.03,27.04,501
36802,27.04,464138,1086,27.03,27.04,395
36803,27.04,464138,1086,27.03,27.04,395
36804,27.04,464186,1078,27.03,27.04,332
36805,27.04,464189,1076,27.03,27.04,328
36806,27.04,464189,1076,27.03,27.04,328
36807,27.04,464189,1076,27.03,27.04,328
36808,27.04,464189,1076,27.03,27.04,328
36809,27.04,464189,1076,27.03,27.04,254
36810,27.04,464189,1076,27.03,27.04,254
36811,27.04,464189,1076,27.03,27.04,252
36812,27.04,464189,1076,27.03,27.04,252
36813,27.04,464189,1076,27.03,27.04,252
36814,27.04,464189,1106,27.03,27.04,252
36815,27.04,464189,1106,27.03,27.04,252
36816,27.03,464191,1104,27.03,27.04,253
36817,27.03,464191,1104,27.03,27.04,253
36818,27.03,464191,1104,27.03,27.04,252
36819,27.03,464191,1104,27.03,27.04,253
36820,27.03,464191,1104,27.03,27.04,253
36821,27.03,464191,1604,27.03,27.04,253
36822,27.03,464206,1592,27.03,27.04,253
36823,27.03,464206,1592,27.03,27.04,253
36824,27.03,464206,1592,27.03,27.04,253
36825,27.04,464218,1595,27.03,27.04,244
36826,27.03,464219,1596,27.03,27.04,244
36827,27.03,464219,1596,27.03,27.04,279
36828,27.03,464219,1598,27.03,27.04,319
36829,27.03,464219,1598,27.03,27.04,319
36830,27.04,464220,1598,27.03,27.04,318
36831,27.04,464221,1598,27.03,27.04,317
36832,27.04,464223,1598,27.03,27.04,374
36833,27.04,464256,1598,27.03,27.04,341
36834,27.04,464256,1598,27.03,27.04,341
36835,27.04,464256,1598,27.03,27.04,341
36836,27.04,464256,1600,27.03,27.04,345
36837,27.04,464306,1600,27.03,27.04,295
36838,27.04,464306,1600,27.03,27.04,295
36839,27.04,464306,1601,27.03,27.04,305
36840,27.04,464306,1601,27.03,27.04,306
36841,27.04,464306,1601,27.03,27.04,306
36842,27.04,464306,1602,27.03,27.04,306
36843,27.04,464306,2132,27.03,27.04,306
36844,27.04,464306,2132,27.03,27.04,306
36845,27.04,464306,2133,27.03,27.04,306
36846,27.03,464312,2127,27.03,27.04,306
36847,27.04,464313,2130,27.03,27.04,311
36848,27.04,464313,2130,27.03,27.04,311
36849,27.03,464321,2122,27.03,27.04,311
36850,27.03,464321,2122,27.03,27.04,311
36851,27.03,464321,2122,27.03,27.04,311
36852,27.04,464322,2122,27.03,27.04,310
36853,27.04,464322,2122,27.03,27.04,310
36854,27.04,464322,2122,27.03,27.04,305
36855,27.04,464322,2122,27.03,27.04,306
36856,27.04,464324,2121,27.03,27.04,305
36857,27.04,464324,2121,27.03,27.04,323
36858,27.04,464324,2121,27.03,27.04,323
36859,27.04,464324,2121,27.03,27.04,323
36860,27.04,464327,2121,27.03,27.04,409
36861,27.04,464327,2123,27.03,27.04,412
36862,27.04,464327,2123,27.03,27.04,412
36863,27.04,464327,2123,27.03,27.04,411
36864,27.04,464327,2123,27.03,27.04,414
36865,27.04,464327,2123,27.03,27.04,414
36866,27.04,464327,2123,27.03,27.04,414
36867,27.04,464327,2123,27.03,27.04,489
36868,27.04,464327,2123,27.03,27.04,489
36869,27.04,464327,2123,27.03,27.04,497
36870,27.04,464327,2121,27.03,27.04,499
36871,27.04,464327,2121,27.03,27.04,499
36872,27.04,464327,2121,27.03,27.04,499
36873,27.04,464327,2121,27.03,27.04,434
36874,27.04,464327,2121,27.03,27.04,434
36875,27.04,464327,2121,27.03,27.04,434
36876,27.04,464328,2121,27.03,27.04,436
36877,27.04,464328,2121,27.03,27.04,436
36878,27.04,464328,2121,27.03,27.04,436
36879,27.04,464328,2121,27.03,27.04,444
36880,27.04,464329,2124,27.03,27.04,443
36881,27.04,464329,2124,27.03,27.04,443
36882,27.04,464329,2124,27.03,27.04,443
36883,27.04,464329,2124,27.03,27.04,443
36884,27.04,464335,2124,27.03,27.04,437
